thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,one_cross.started,no_resp_text.stopped,one_cross.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,1,1,baseline,30,3.1,0.22,4.0,0.124,flat,curv_flat,0.0,0.22,rew,pen,input_data/stims/Shape_3.10_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,0.8195305410772562,None,None,None,['left'],[0.3184264169540256],[0.5359226659638807],up,1.029496958013624,None,0,0,0,0,0,0,0,30,1.321754707954824,,0.1630096660228446,0.3538882079301402,0.3538882079301402,1.1772544999839738,up,0.8195305410772562,None,1.2301752499770373,0.05289879196789116,2.172507749986835,2.1725344579899684,2.2067947080358863,3.26779070799239,3.246210874989629,3.2465262500336394,0.0003387919859960675,4.738398500019684,4.739141625002958,4.823540790937841,4.823540790937841,4.823540790937841,4.823540790937841,4.823540790937841,4.823540790937841,4.823540790937841,5.859364665928297,"[0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.124, 0.12, 0.116, 0.112, 0.108, 0.104, 0.1, 0.096, 0.092, 0.088, 0.084, 0.08, 0.076, 0.072, 0.068, 0.064, 0.06, 0.056, 0.052, 0.048, 0.044, 0.04, 0.036, 0.032, 0.028, 0.024, 0.02, 0.016, 0.012, 0.008, 0.004, 0.0, -0.004, -0.008, -0.012, -0.016, -0.02, -0.024, -0.028, -0.032, -0.036, -0.04, -0.044, -0.048, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052, -0.052]",None,None,['left'],[0.3184264169540256],[0.5359226659638807],up,1.029496958013624,None,5.859764875029214,5.867933957953937,6.120319874957204,6.107558207935654,6.107668749988079,6.120319874957204,6.120319874957204,7.125003374996595,7.125003374996595,7.118785957922228,rew,0,-1,,,hard,A,2025-04-11_17h08.33.021,asymmetry_final,2024.2.4,120,2025-04-11 17h08.43.401330 -0400,
1,1,0,1,1,baseline,4,0.5,-0.3,0.0,-0.368,curv,curv_flat,0.0,-0.3,pen,rew,input_data/stims/Shape_0.50_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,,,,,,,,,,,,,,,,0,1,1,4,7.125003374996595,,,,,,,,,7.119550207979046,0.0007260420825332403,8.011448040953837,8.011477540945634,8.038602582993917,9.05881637497805,9.053106124978513,9.053504082956351,0.000388417043723166,10.495495832990855,10.496258083032444,10.546959665953182,10.546959665953182,10.546959665953182,10.546959665953182,10.546959665953182,10.546959665953182,10.546959665953182,11.337140290997922,"[-0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.368, -0.364, -0.36, -0.356, -0.352, -0.348, -0.344, -0.34, -0.336, -0.332, -0.328, -0.324, -0.32, -0.316, -0.312, -0.308, -0.304, -0.3, -0.296, -0.292, -0.288, -0.284, -0.28, -0.276, -0.272, -0.268, -0.264, -0.26, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256, -0.256]",None,None,['right'],[0.25204120809212327],[0.33537599991541356],up,0.7835950830485672,None,11.33750395802781,11.344237457960844,11.592782250023447,11.585777540924028,11.585863124928437,11.592782250023447,,,,,,,,11.592782250023447,,,,,,,,,
