thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,true_div,div_pos,target_pos,valence,target_file,img1_file,img2_file,valence_direction,direction,marker_direction,noise_direction,shape_category,valence_resp.keys,valence_resp.rt,valence_resp.duration,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,valence_instruct.started,valence_image.started,valence_text.started,valence_resp.started,valence_instruct.stopped,blocks.valence_resp.keys,blocks.valence_resp.rt,blocks.valence_resp.duration,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_cross.started,no_resp_text.stopped,three_cross.stopped,feedback.stopped,correct,outcome,one_coin.started,subj,practice?,sess_type,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,4,2,baseline,144,2.5,0.1,3.0,-0.128,flat,curv_flat,0.0,0.0,0.1,pen,input_data/stims/Shape_2.50_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,1.0,1,up,1.1213331659964751,None,up,0.584836999005347,None,None,None,"['right', 'left']","[0.4743025409989059, 0.7524472910008626]","[0.08709195900155464, 0.12388325000210898]",up,1.0826101249986095,None,0,0,0,0,0,0,0,0,2.354833707999205,,0.41265395800292026,0.5550690419986495,0.5550690419986495,0.5550690419986495,1.6809418330012704,up,1.1213331659964751,None,1.6871410419989843,1.7245042080030544,1.7245042080030544,2.312930125001003,up,0.584836999005347,None,2.3463404170033755,0.033388916999683715,3.338649457997235,3.338678082996921,3.3686027500007185,4.365134375002526,4.362093042000197,4.362209083003108,0.00011987500329269096,5.654024458002823,5.654831041996658,5.742422333001741,5.742422333001741,5.742422333001741,5.742422333001741,5.742422333001741,5.742422333001741,5.742422333001741,6.8294449579989305,"[-0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.128, -0.124, -0.12, -0.116, -0.112, -0.108, -0.104, -0.1, -0.096, -0.092, -0.088, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.088, -0.092, -0.096, -0.1, -0.104, -0.108, -0.112, -0.116, -0.12, -0.124, -0.128, -0.132, -0.136, -0.14, -0.144, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148, -0.148]",None,None,"['right', 'left']","[0.4743025409989059, 0.7524472910008626]","[0.08709195900155464, 0.12388325000210898]",up,1.0826101249986095,None,6.8296376669968595,6.834449708003376,7.083320500001719,7.078779208000924,7.0788123329984955,7.083320500001719,7.083320500001719,8.082535875000758,8.082535875000758,8.079174541999237,0,-3,,,1,B,2026-03-31_15h25.38.243,valence_final_v2,2024.2.4,120,2026-03-31 15h25.46.201535 -0400,
1,1,0,4,2,baseline,152,3.3,0.26,3.0,-0.1,flat,curv_flat,0.0,0.0,0.26,pen,input_data/stims/Shape_3.30_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,-1,1,-1.0,1.0,1,,,,,,,,,,,,,,,,,,,0,1,1,1,8.082535875000758,,,,,,,,,,,,,,,,,8.07951233300264,0.00032708299841033295,9.1213289169973,9.121358374999545,9.150478167000983,10.159772291997797,10.151478416999453,10.15155416700145,7.920800271676853e-05,11.493374749996292,11.49414416700165,11.558116000000155,11.558116000000155,11.558116000000155,11.558116000000155,11.558116000000155,11.558116000000155,11.558116000000155,12.346085582998057,"[-0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.096, -0.092, -0.088, -0.084, -0.08, -0.076, -0.072, -0.068, -0.064, -0.06, -0.056, -0.052, -0.048, -0.044, -0.04, -0.036, -0.032, -0.028, -0.024, -0.02, -0.016, -0.012, -0.008, -0.004, 0.0, 0.004, 0.008, 0.012, 0.016, 0.02, 0.024, 0.028, 0.032, 0.036, 0.04, 0.044, 0.048, 0.052, 0.056, 0.06, 0.064, 0.068, 0.072, 0.076, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08]",None,None,['right'],[0.2604090829991037],[0.372101916000247],up,0.7850177489963244,None,12.346244667001883,12.34937729199737,12.599085417001334,12.595388250003452,12.595435124996584,12.599085417001334,,,,,,,12.599085417001334,,,,,,,,,
