thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,true_div,div_pos,target_pos,valence,target_file,img1_file,img2_file,valence_direction,direction,marker_direction,noise_direction,shape_category,valence_resp.keys,valence_resp.rt,valence_resp.duration,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,valence_instruct.started,valence_image.started,valence_text.started,valence_resp.started,valence_instruct.stopped,blocks.valence_resp.keys,blocks.valence_resp.rt,blocks.valence_resp.duration,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,correct,outcome,one_coin.started,subj,practice?,sess_type,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,1,1,baseline,38,3.9,0.38,3.0,-0.008,flat,curv_flat,0.0,0.0,0.38,rew,input_data/stims/Shape_3.90_3.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,1,1,-1.0,1.0,1,up,1.0703534580025007,None,up,0.621956125003635,None,None,None,"['right', 'left', 'right']","[0.43236045800586, 0.5659897080040537, 0.8544541660012328]","[0.07191445799981011, 0.24017208300210768, 0.29993416700017406]",up,1.2677325000040582,None,0,0,0,0,0,0,0,1,2.3459578749971115,,0.43408891699800733,0.5756498749979073,0.5756498749979073,0.5756498749979073,1.6500840829976369,up,1.0703534580025007,None,1.6543687079974916,1.6835540829997626,1.6835540829997626,2.309570707999228,up,0.621956125003635,None,2.337614249998296,0.028027291999023873,3.2799178329951246,3.279949999996461,3.3102995000008377,4.307215332999476,4.299685666999721,4.29979670800094,0.00011958299728576094,5.691669332998572,5.692492875001335,5.795630332999281,5.795630332999281,5.795630332999281,5.795630332999281,5.795630332999281,5.795630332999281,5.795630332999281,7.066781707995688,"[-0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.008, -0.004, 0.0, 0.004, 0.008, 0.012, 0.016, 0.02, 0.024, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.024, 0.02, 0.016, 0.012, 0.008, 0.004, 0.0, -0.004, -0.008, -0.012, -0.016, -0.02, -0.024, -0.028, -0.032, -0.036, -0.04, -0.044, -0.048, -0.052, -0.056, -0.06, -0.064, -0.068, -0.072, -0.076, -0.08, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.08, -0.076, -0.072, -0.068, -0.064, -0.06, -0.056, -0.052, -0.048, -0.044, -0.04, -0.036, -0.032, -0.028, -0.024, -0.02, -0.016, -0.012, -0.008, -0.004, 0.0, 0.004, 0.008, 0.012, 0.016, 0.02, 0.024, 0.028, 0.032, 0.036, 0.04, 0.044, 0.048, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052, 0.052]",None,None,"['right', 'left', 'right']","[0.43236045800586, 0.5659897080040537, 0.8544541660012328]","[0.07191445799981011, 0.24017208300210768, 0.29993416700017406]",up,1.2677325000040582,None,7.066988082995522,7.073339750000741,7.323647124998388,7.315250708001258,7.31528887499735,7.323647124998388,7.323647124998388,8.32357591699838,8.32357591699838,8.315034125000238,1,3,,,1,C,2026-03-31_15h26.08.609,valence_final_v2,2024.2.4,120,2026-03-31 15h26.16.308538 -0400,
1,1,0,1,1,baseline,19,1.9,-0.02,3.0,0.316,curv,flat_curv,0.0,0.0,0.02,pen,input_data/stims/Shape_1.90_3.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,-1,-1,1.0,1.0,-1,,,,,,,,,,,,,,,,,,,0,1,1,0,8.32357591699838,,,,,,,,,,,,,,,,,8.315355874998204,0.00030858299578540027,9.307204791999538,9.307236874999944,9.353570207997109,10.362158332995023,10.35907766699529,10.359153999997943,7.94160005170852e-05,11.851046582996787,11.852197583000816,11.947319416998653,11.947319416998653,11.947319416998653,11.947319416998653,11.947319416998653,11.947319416998653,11.947319416998653,13.028836249999586,"[0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.312, 0.308, 0.304, 0.3, 0.296, 0.292, 0.288, 0.284, 0.28, 0.276, 0.272, 0.268, 0.264, 0.26, 0.256, 0.252, 0.248, 0.244, 0.24, 0.236, 0.232, 0.228, 0.224, 0.22, 0.216, 0.212, 0.208, 0.204, 0.2, 0.196, 0.192, 0.188, 0.184, 0.18, 0.176, 0.172, 0.168, 0.164, 0.16, 0.156, 0.152, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148, 0.148]",None,None,['left'],[0.3727255409976351],[0.5714368750050198],up,1.0730796659991029,None,13.029066208000586,13.034377957999823,13.280224082998757,13.276128749996133,13.2761653330017,13.280224082998757,,,,,,,13.280224082998757,,,,,,,,,
