thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
7,7,0,4,2,baseline,155,3.5,0.3,0.0,0.172,flat,flat_curv,0.0,-0.3,rew,pen,input_data/stims/Shape_3.50_0.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,7.646004999987781,None,None,None,['left'],[0.45433283399324864],[0.49914724996779114],up,1.2311776248971,None,4,0,4,0,0,7,7,35,1583.6978455419885,,,,,,,,,1583.687691292027,0.0005999159766361117,1584.5795527920127,1584.5795976250665,1584.6116914580343,1585.8555863749934,1585.8506274999818,1585.850926083047,0.00030341697856783867,1587.1928752920358,1587.194187792018,1587.261648582993,1587.261648582993,1587.261648582993,1587.261648582993,1587.261648582993,1587.261648582993,1587.261648582993,1588.4959401250817,"[0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1]",None,None,['left'],[0.45433283399324864],[0.49914724996779114],up,1.2311776248971,None,1588.4963085830677,1588.5030050830683,1588.7547276250552,1588.7480978330132,1588.7481842919951,1588.7547276250552,,1589.7545135000255,,1589.74832766701,pen,1,1,1588.7547276250552,1589.7545135000255,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
8,8,0,4,2,baseline,126,0.7,-0.26,4.0,0.268,curv,curv_flat,0.0,-0.26,pen,rew,input_data/stims/Shape_0.70_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,7.646004999987781,None,None,None,['left'],[0.711984624969773],[0.16326837497763336],up,1.0779875830048695,None,4,0,4,0,0,8,8,6,1589.7545135000255,,,,,,,,,1589.7489449579734,0.0006075830897316337,1590.6408426670823,1590.6408833750756,1590.674264332978,1591.8543963750126,1591.8486465420574,1591.8489929999923,0.00033220904879271984,1593.3409415830392,1593.342106666998,1593.4038464580663,1593.4038464580663,1593.4038464580663,1593.4038464580663,1593.4038464580663,1593.4038464580663,1593.4038464580663,1594.4949200000847,"[0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188, 0.188]",None,None,['left'],[0.711984624969773],[0.16326837497763336],up,1.0779875830048695,None,1594.495148624992,1594.4995873330627,1594.7548548750347,1594.7481374170166,1594.748252624995,1594.7548548750347,,1595.7542728330009,,1595.748350167065,rew,0,-1,,,1594.7548548750347,1595.7542728330009,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
9,9,0,4,2,baseline,159,3.9,0.38,0.0,0.072,flat,flat_curv,0.0,-0.38,rew,pen,input_data/stims/Shape_3.90_0.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,7.646004999987781,None,None,None,['left'],[0.5158634169492871],[0.40828249999321997],up,1.022817875025794,None,4,0,4,0,0,9,9,39,1595.7542728330009,,,,,,,,,1595.7490223749774,0.0006579579785466194,1596.6409606250236,1596.641003250028,1596.6746383750578,1597.81417245802,1597.792550208047,1597.7927995830541,0.00026045890990644693,1599.1853414999787,1599.1865334999748,1599.250056458055,1599.250056458055,1599.250056458055,1599.250056458055,1599.250056458055,1599.250056458055,1599.250056458055,1600.275489791995,"[0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.152, -0.16, -0.168, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176, -0.176]",None,None,['left'],[0.5158634169492871],[0.40828249999321997],up,1.022817875025794,None,1600.275756707997,1600.284052083036,1600.5394209580263,1600.531771708047,1600.531894667074,1600.5394209580263,,1601.5379114170792,,1601.5317061670357,pen,1,1,1600.5394209580263,1601.5379114170792,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
10,10,0,4,2,baseline,143,2.3,0.06,0.0,0.252,flat,flat_curv,0.0,-0.06,rew,pen,input_data/stims/Shape_2.30_0.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,7.646004999987781,None,None,None,['left'],[0.458209874923341],[0.5793390420731157],up,1.2180537499953061,None,4,0,4,0,0,10,10,23,1601.5379114170792,,,,,,,,,1601.5325041670585,0.0007838750025257468,1602.5744120420422,1602.5744539999869,1602.6081997919828,1603.8650184579892,1603.848584457999,1603.8488182500005,0.00024191697593778372,1605.1407093330054,1605.141895083012,1605.2024857080542,1605.2024857080542,1605.2024857080542,1605.2024857080542,1605.2024857080542,1605.2024857080542,1605.2024857080542,1606.4343795829918,"[0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124, -0.124]",None,None,['left'],[0.458209874923341],[0.5793390420731157],up,1.2180537499953061,None,1606.4348815000849,1606.443660167046,1606.6976829579799,1606.6884873330127,1606.6885848750826,1606.6976829579799,,1607.69785270805,,1607.6875552920392,pen,1,1,1606.6976829579799,1607.69785270805,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
11,11,0,4,2,baseline,134,1.5,-0.1,4.0,0.316,curv,curv_flat,0.0,-0.1,pen,rew,input_data/stims/Shape_1.50_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,7.646004999987781,None,None,None,"['left', 'right']","[0.5287200409220532, 1.5007698750123382]","[0.5670527920592576, 0.09590329101774842]",up,1.86015220801346,None,4,0,4,0,0,11,11,14,1607.69785270805,,,,,,,,,1607.6881432500668,0.000573707977309823,1608.7800686249975,1608.7801105830586,1608.8168874999974,1610.0977854169905,1610.0858659170335,1610.0861344580771,0.00027358392253518105,1611.5780550830532,1611.579254292068,1611.640852499986,1611.640852499986,1611.640852499986,1611.640852499986,1611.640852499986,1611.640852499986,1611.640852499986,1613.519562917063,"[0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.22, 0.212, 0.204, 0.196, 0.188, 0.18, 0.172, 0.164, 0.156, 0.148, 0.14, 0.132, 0.124, 0.116, 0.108, 0.1, 0.092, 0.084, 0.076, 0.068, 0.06, 0.052, 0.044, 0.036, 0.028, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.028, -0.02, -0.012, -0.004, 0.004, 0.012, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02]",None,None,"['left', 'right']","[0.5287200409220532, 1.5007698750123382]","[0.5670527920592576, 0.09590329101774842]",up,1.86015220801346,None,1613.5201324580703,1613.5265630830545,1613.7864934999961,1613.7813120830106,1613.7813592919847,1613.7864934999961,,1614.7878733329708,,1614.7817712919787,rew,0,-1,,,1613.7864934999961,1614.7878733329708,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
12,12,0,4,2,baseline,121,0.1,-0.38,4.0,-0.2,curv,flat_curv,0.0,0.38,pen,rew,input_data/stims/Shape_0.10_4.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,7.646004999987781,None,None,None,"['right', 'left']","[1.0830837080720812, 1.731783042079769]","[0.4121243749978021, 0.15603850001934916]",up,2.3269037920981646,None,4,0,4,0,0,12,12,1,1614.7878733329708,,,,,,,,,1614.7823917920468,0.0006082920590415597,1615.8243635420222,1615.8244041670114,1615.8569071249804,1617.0174782080576,1617.0098284169799,1617.010073499987,0.00025583303067833185,1618.501967624994,1618.5031607080018,1618.5652293330058,1618.5652293330058,1618.5652293330058,1618.5652293330058,1618.5652293330058,1618.5652293330058,1618.5652293330058,1620.901660708012,"[-0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016, -0.016]",None,None,"['right', 'left']","[1.0830837080720812, 1.731783042079769]","[0.4121243749978021, 0.15603850001934916]",up,2.3269037920981646,None,1620.9021402080543,1620.9092321670614,1621.1552261250326,1621.148500500014,1621.1485838750377,1621.1552261250326,,1622.1539061670192,,1622.1483896670397,rew,0,-1,,,1621.1552261250326,1622.1539061670192,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
13,13,0,4,2,baseline,154,3.5,0.3,0.0,0.372,flat,curv_flat,0.0,0.3,rew,pen,input_data/stims/Shape_3.50_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,7.646004999987781,None,None,None,['left'],[0.5525643749861047],[0.29985974996816367],up,1.0603119999868795,None,4,0,4,0,0,13,13,34,1622.1539061670192,,,,,,,,,1622.1490105420817,0.0006108750822022557,1623.140879041981,1623.1409230830614,1623.1737141669728,1624.3839128330583,1624.377217583009,1624.3775574580068,0.0003515840508043766,1625.769541000016,1625.770718417014,1625.8325515000615,1625.8325515000615,1625.8325515000615,1625.8325515000615,1625.8325515000615,1625.8325515000615,1625.8325515000615,1626.8996719999705,"[0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.372, 0.364, 0.356, 0.348, 0.34, 0.332, 0.324, 0.316, 0.308, 0.3, 0.292, 0.284, 0.276, 0.268, 0.26, 0.252, 0.244, 0.236, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228, 0.228]",None,None,['left'],[0.5525643749861047],[0.29985974996816367],up,1.0603119999868795,None,1626.8999682080466,1626.9066090830602,1627.1552763750078,1627.1487246670295,1627.1488113750238,1627.1552763750078,,1628.154178500059,,1628.148216667003,pen,1,1,1627.1552763750078,1628.154178500059,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
14,14,0,4,2,baseline,139,1.9,-0.02,4.0,0.2,curv,flat_curv,0.0,0.02,pen,rew,input_data/stims/Shape_1.90_4.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,7.646004999987781,None,None,None,['left'],[0.5058032919187099],[0.491948000038974],up,1.1381204999051988,None,4,0,4,0,0,14,14,19,1628.154178500059,,,,,,,,,1628.148909416981,0.0006770000327378511,1629.190832082997,1629.1908727500122,1629.2237066670787,1630.363916750066,1630.3593894580845,1630.3596473750658,0.0002634169068187475,1631.6516822080594,1631.6529109580442,1631.7173480830388,1631.7173480830388,1631.7173480830388,1631.7173480830388,1631.7173480830388,1631.7173480830388,1631.7173480830388,1632.8612495830748,"[0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12, -0.12]",None,None,['left'],[0.5058032919187099],[0.491948000038974],up,1.1381204999051988,None,1632.8614871250466,1632.867546542082,1633.1218346670503,1633.1151882919949,1633.115268542082,1633.1218346670503,,1634.1217207920272,,1634.1156095829792,rew,0,-1,,,1633.1218346670503,1634.1217207920272,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
15,15,0,4,2,baseline,156,3.7,0.34,0.0,-0.032,flat,curv_flat,0.0,0.34,rew,pen,input_data/stims/Shape_3.70_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,7.646004999987781,None,None,None,['right'],[0.4613665830111131],[0.27599004202056676],up,0.8864672909257933,None,4,0,4,0,0,15,15,36,1634.1217207920272,,,,,,,,,1634.1162152080797,0.000594249926507473,1635.2080863750307,1635.2081280000275,1635.2417427920736,1636.3385248329723,1636.3332522080746,1636.3335243749898,0.00028250005561858416,1637.6754608750343,1637.676762667019,1637.7359900419833,1637.7359900419833,1637.7359900419833,1637.7359900419833,1637.7359900419833,1637.7359900419833,1637.7359900419833,1638.6334066670388,"[-0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.048, 0.056, 0.064, 0.072, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136, 0.136]",None,None,['right'],[0.4613665830111131],[0.27599004202056676],up,0.8864672909257933,None,1638.6337630420458,1638.6418578330195,1638.8882487500086,1638.881792500033,1638.881879792083,1638.8882487500086,,1639.8980970829725,,1639.887501041987,pen,1,1,1638.8882487500086,1639.8980970829725,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
16,16,0,4,2,baseline,138,1.9,-0.02,4.0,0.336,curv,curv_flat,0.0,-0.02,pen,rew,input_data/stims/Shape_1.90_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,7.646004999987781,None,None,None,['left'],[0.700556708034128],[0.6592902920674533],up,1.62000945804175,None,4,0,4,0,0,16,16,18,1639.8980970829725,,,,,,,,,1639.8882271250477,0.0007104580290615559,1640.8800926250406,1640.8801324170781,1640.9126216670265,1642.071328042075,1642.0661809999729,1642.0664878330426,0.00029266695491969585,1643.3584349580342,1643.3596235420555,1643.4203498749994,1643.4203498749994,1643.4203498749994,1643.4203498749994,1643.4203498749994,1643.4203498749994,1643.4203498749994,1645.0459826249862,"[0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04, -0.04]",None,None,['left'],[0.700556708034128],[0.6592902920674533],up,1.62000945804175,None,1645.0464953749906,1645.0537066670367,1645.306526291999,1645.2985525829718,1645.2986665000208,1645.306526291999,1645.306526291999,1646.3055269169854,1646.3055269169854,1646.2988148750737,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
17,17,0,4,2,baseline,136,1.7,-0.06,4.0,-0.216,curv,curv_flat,0.0,-0.06,pen,rew,input_data/stims/Shape_1.70_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,7.646004999987781,None,None,None,['right'],[0.5164608330233023],[0.46724870905745775],up,1.2002728329971433,None,4,0,4,0,0,17,17,16,1646.3055269169854,,,,,,,,,1646.2996216249885,0.000791958998888731,1647.2915538330562,1647.291595458053,1647.3240570420166,1648.5479421250056,1648.540912333061,1648.5411574579775,0.0002490830374881625,1650.0330837920774,1650.034290916985,1650.0992364580743,1650.0992364580743,1650.0992364580743,1650.0992364580743,1650.0992364580743,1650.0992364580743,1650.0992364580743,1651.302676958032,"[-0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032, 0.032]",None,None,['right'],[0.5164608330233023],[0.46724870905745775],up,1.2002728329971433,None,1651.3030461670132,1651.3100351670291,1651.5727616670774,1651.565276624984,1651.565376500017,1651.5727616670774,,1652.5721821250627,,1652.5654088750016,rew,0,-1,,,1651.5727616670774,1652.5721821250627,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
