thisN,thisTrialN,thisRepN,blockN,run,condition,trial_key,stim_file_pos,stim_pos,noise_pos,marker_init,shape,shape_order,div_pos,target_pos,subj_C0F1_val,subj_C1F0_val,target_file,img1_file,img2_file,block_start_resp.keys,block_start_resp.rt,block_start_resp.duration,marker.response,marker.rt,slider_resp.keys,slider_resp.rt,slider_resp.duration,submit_resp.keys,submit_resp.rt,submit_resp.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,block_start.started,block_start_text.started,block_start_resp.started,block_start.stopped,blocks.block_start_resp.keys,blocks.block_start_resp.rt,blocks.block_start_resp.duration,baseline.started,ISI1.started,baseline.stopped,stim.started,target_stim.started,target_stim.stopped,stim.stopped,delay.started,ISI2.started,delay.stopped,task.started,img1.started,img2.started,divider_line.started,slider_line.started,marker.started,slider_resp.started,submit_resp.started,task.stopped,positions,trials.marker.response,trials.marker.rt,trials.slider_resp.keys,trials.slider_resp.rt,trials.slider_resp.duration,trials.submit_resp.keys,trials.submit_resp.rt,trials.submit_resp.duration,anticipation.started,anticipation_text.started,anticipation_text.stopped,anticipation.stopped,feedback.started,no_resp_text.started,three_coin.started,no_resp_text.stopped,three_coin.stopped,feedback.stopped,valence,correct,outcome,one_coin.started,one_coin.stopped,one_cross.started,one_cross.stopped,three_cross.started,three_cross.stopped,block_end.started,block_end_text.started,block_end_resp.started,block_end.stopped,block_outcome,block_bonus,blocks.block_end_resp.keys,blocks.block_end_resp.rt,blocks.block_end_resp.duration,img1.stopped,img2.stopped,divider_line.stopped,slider_line.stopped,marker.stopped,slider_resp.stopped,submit_resp.stopped,subj,difficulty,sess_type,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,1,1,baseline,7,0.7,-0.26,0.0,0.08,curv,flat_curv,0.0,0.26,pen,rew,input_data/stims/Shape_0.70_0.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,None,None,None,"['right', 'left']","[0.9575747500639409, 1.525696541997604]","[0.21191429195459932, 0.22414875007234514]",up,2.581878500059247,None,0,0,0,0,0,0,0,7,32.51883145805914,,0.24943900003563613,0.50541416706983,0.50541416706983,32.441641458077356,up,31.93141712504439,None,32.496860875049606,0.05517900001723319,33.48942925001029,33.48946908302605,33.53276762505993,34.700558291981,34.69509170798119,34.69538683304563,0.0003139579202979803,36.08729845797643,36.08851416700054,36.20376512501389,36.20376512501389,36.20376512501389,36.20376512501389,36.20376512501389,36.20376512501389,36.20376512501389,38.79087479203008,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.088, 0.096, 0.104, 0.112, 0.12, 0.128, 0.136, 0.144, 0.152, 0.16, 0.168, 0.176, 0.184, 0.192, 0.2, 0.208, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064, 0.064]",None,None,"['right', 'left']","[0.9575747500639409, 1.525696541997604]","[0.21191429195459932, 0.22414875007234514]",up,2.581878500059247,None,38.79144200007431,38.80052250006702,39.05299225007184,39.04061912500765,39.040709124994464,39.05299225007184,39.05299225007184,40.05877737503033,40.05877737503033,40.05140437500086,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
1,1,0,1,1,baseline,10,1.1,-0.18,0.0,0.012,curv,curv_flat,0.0,-0.18,pen,rew,input_data/stims/Shape_1.10_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,None,None,None,['left'],[1.5210904580308124],[0.20800645800773054],up,2.1023740409873426,None,0,0,0,0,0,1,1,10,40.05877737503033,,,,,,,,,40.0522540420061,0.0008114170050248504,41.094138792017475,41.094187917071395,41.12678566703107,42.30748258298263,42.30214058305137,42.30249250004999,0.00036550010554492474,43.59440220799297,43.59562687505968,43.6578253749758,43.6578253749758,43.6578253749758,43.6578253749758,43.6578253749758,43.6578253749758,43.6578253749758,45.77283316699322,"[0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116, -0.116]",None,None,['left'],[1.5210904580308124],[0.20800645800773054],up,2.1023740409873426,None,45.77333825000096,45.78112983307801,46.034219708060846,46.02475012501236,46.024843625025824,46.034219708060846,46.034219708060846,47.0395514999982,47.0395514999982,47.034457625006326,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
2,2,0,1,1,baseline,12,1.3,-0.14,0.0,-0.32,curv,curv_flat,0.0,-0.14,pen,rew,input_data/stims/Shape_1.30_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,None,None,None,['right'],[0.9936176670016721],[0.40021420805715024],up,1.7394368750974536,None,0,0,0,0,0,2,2,12,47.0395514999982,,,,,,,,,47.035054708016105,0.0005844170227646828,48.07690912508406,48.07695083308499,48.114353292039596,49.30306045804173,49.29732587502804,49.29756229207851,0.00024008401669561863,50.73950025008526,50.74090225005057,50.79963137500454,50.79963137500454,50.79963137500454,50.79963137500454,50.79963137500454,50.79963137500454,50.79963137500454,52.54405087500345,"[-0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.32, -0.312, -0.304, -0.296, -0.288, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088, -0.088]",None,None,['right'],[0.9936176670016721],[0.40021420805715024],up,1.7394368750974536,None,52.544485875056125,52.55317325005308,52.817952333018184,52.8084981670836,52.808629625011235,52.817952333018184,52.817952333018184,53.81770591705572,53.81770591705572,53.80804887507111,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
3,3,0,1,1,baseline,16,1.7,-0.06,0.0,-0.356,curv,curv_flat,0.0,-0.06,pen,rew,input_data/stims/Shape_1.70_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,None,None,None,['right'],[0.8040382500039414],[0.4399775000056252],up,1.536093208938837,None,0,0,0,0,0,3,3,16,53.81770591705572,,,,,,,,,53.80874541704543,0.0006750409957021475,54.8006903330097,54.80073520797305,54.83409937506076,56.067888666992076,56.05731950001791,56.05760366702452,0.00028929102700203657,57.39946654206142,57.40066770801786,57.466171792009845,57.466171792009845,57.466171792009845,57.466171792009845,57.466171792009845,57.466171792009845,57.466171792009845,59.01032416697126,"[-0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.356, -0.348, -0.34, -0.332, -0.324, -0.316, -0.308, -0.3, -0.292, -0.284, -0.276, -0.268, -0.26, -0.252, -0.244, -0.236, -0.228, -0.22, -0.212, -0.204, -0.196, -0.188, -0.18, -0.172, -0.164, -0.156, -0.148, -0.14, -0.132, -0.124, -0.116, -0.108, -0.1, -0.092, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084, -0.084]",None,None,['right'],[0.8040382500039414],[0.4399775000056252],up,1.536093208938837,None,59.01074120798148,59.03468416701071,59.28515533299651,59.27492754207924,59.27514116698876,59.28515533299651,59.28515533299651,60.28446762508247,60.28446762508247,60.274188500014134,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
4,4,0,1,1,baseline,20,2.1,0.02,4.0,-0.296,flat,curv_flat,0.0,0.02,rew,pen,input_data/stims/Shape_2.10_4.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,None,None,None,['right'],[0.4953290829434991],[0.5157988340361044],up,1.3018108330434188,None,0,0,0,0,0,4,4,20,60.28446762508247,,,,,,,,,60.2749402920017,0.0007411669939756393,61.16690195805859,61.16694445803296,61.200208083027974,62.46813354198821,62.4459772920236,62.44622712500859,0.0002502499846741557,63.88822745799553,63.889548250008374,63.95587225002237,63.95587225002237,63.95587225002237,63.95587225002237,63.95587225002237,63.95587225002237,63.95587225002237,65.26460750005208,"[-0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.296, -0.288, -0.28, -0.272, -0.264, -0.256, -0.248, -0.24, -0.232, -0.224, -0.216, -0.208, -0.2, -0.192, -0.184, -0.176, -0.168, -0.16, -0.152, -0.144, -0.136, -0.128, -0.12, -0.112, -0.104, -0.096, -0.088, -0.08, -0.072, -0.064, -0.056, -0.048, -0.04, -0.032, -0.024, -0.016, -0.008, 0.0, 0.008, 0.016, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024, 0.024]",None,None,['right'],[0.4953290829434991],[0.5157988340361044],up,1.3018108330434188,None,65.26500558305997,65.27241933299229,65.52634916699026,65.51855608297046,65.5186688330723,65.52634916699026,,66.53451229201164,,66.5245562500786,pen,1,1,65.52634916699026,66.53451229201164,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
5,5,0,1,1,baseline,2,0.3,-0.34,0.0,0.008,curv,curv_flat,0.0,-0.34,pen,rew,input_data/stims/Shape_0.30_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,None,None,None,['left'],[0.9427349159959704],[0.2319376670056954],up,1.5415519160451367,None,0,0,0,0,0,5,5,2,66.53451229201164,,,,,,,,,66.52526350005064,0.0006916659185662866,67.41719850001391,67.41723999998067,67.4499455000041,68.70121412503067,68.6792887080228,68.67954370798543,0.0002693749265745282,69.97149374999572,69.97270079201553,70.03565279208124,70.03565279208124,70.03565279208124,70.03565279208124,70.03565279208124,70.03565279208124,70.03565279208124,71.58873575006146,"[0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136, -0.136]",None,None,['left'],[0.9427349159959704],[0.2319376670056954],up,1.5415519160451367,None,71.58918820798863,71.59705233306158,71.85133379197214,71.84069179208018,71.84083925001323,71.85133379197214,71.85133379197214,72.85149341705255,72.85149341705255,72.84111404197756,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
6,6,0,1,1,baseline,35,3.5,0.3,4.0,0.264,flat,flat_curv,0.0,-0.3,rew,pen,input_data/stims/Shape_3.50_4.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,None,None,None,['left'],[0.7836428330047056],[0.5280464169336483],up,1.604547041002661,None,0,0,0,0,0,6,6,35,72.85149341705255,,,,,,,,,72.8417378750164,0.0006143338978290558,73.93361150007695,73.93365362507757,73.96888529206626,75.15185374999419,75.12970691698138,75.12994000001345,0.0002680410398170352,76.47194483305793,76.47313229204156,76.53599170804955,76.53599170804955,76.53599170804955,76.53599170804955,76.53599170804955,76.53599170804955,76.53599170804955,78.14779487508349,"[0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056]",None,None,['left'],[0.7836428330047056],[0.5280464169336483],up,1.604547041002661,None,78.14822412503418,78.15512566699181,78.40940129198134,78.40240837505553,78.40249887504615,78.40940129198134,,79.417810791987,,79.40814937499817,pen,1,1,78.40940129198134,79.417810791987,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
7,7,0,1,1,baseline,14,1.5,-0.1,0.0,0.392,curv,curv_flat,0.0,-0.1,pen,rew,input_data/stims/Shape_1.50_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,None,None,None,"['left', 'left']","[0.6880086660385132, 1.5686612500576302]","[0.6158672920428216, 0.272056124988012]",up,1.9702505830209702,None,0,0,0,0,0,7,7,14,79.417810791987,,,,,,,,,79.40888479200657,0.0007190420292317867,80.30143504205626,80.30147791700438,80.33478074998129,81.45761295803823,81.45242254203185,81.45273204206023,0.0003137079766020179,82.84462075005285,82.84586825000588,82.90788545797113,82.90788545797113,82.90788545797113,82.90788545797113,82.90788545797113,82.90788545797113,82.90788545797113,84.88738837500568,"[0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.392, 0.384, 0.376, 0.368, 0.36, 0.352, 0.344, 0.336, 0.328, 0.32, 0.312, 0.304, 0.296, 0.288, 0.28, 0.272, 0.264, 0.256, 0.248, 0.24, 0.232, 0.224, 0.216, 0.208, 0.2, 0.192, 0.184, 0.176, 0.168, 0.16, 0.152, 0.144, 0.136, 0.128, 0.12, 0.112, 0.104, 0.096, 0.088, 0.08, 0.072, 0.064, 0.056, 0.048, 0.04, 0.032, 0.024, 0.016, 0.008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.008, -0.016, -0.024, -0.032, -0.04, -0.048, -0.056, -0.064, -0.072, -0.08, -0.088, -0.096, -0.104, -0.112, -0.12, -0.128, -0.136, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144, -0.144]",None,None,"['left', 'left']","[0.6880086660385132, 1.5686612500576302]","[0.6158672920428216, 0.272056124988012]",up,1.9702505830209702,None,84.88796066702344,84.89591379207559,85.14190408308059,85.13520520797465,85.1353075420484,85.14190408308059,85.14190408308059,86.1409418330295,86.1409418330295,86.13491408305708,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
8,8,0,1,1,baseline,6,0.7,-0.26,0.0,0.02,curv,curv_flat,0.0,-0.26,pen,rew,input_data/stims/Shape_0.70_0.00.png,input_data/stims/Shape_0.00_2.00.png,input_data/stims/Shape_4.00_2.00.png,up,31.93141712504439,None,None,None,['left'],[0.5676285839872435],[0.3204833330819383],up,1.165992584079504,None,0,0,0,0,0,8,8,6,86.1409418330295,,,,,,,,,86.13566945807543,0.0007444169605150819,87.17761825001799,87.17765945801511,87.21009095804766,88.39350841706619,88.38794037501793,88.38825641700532,0.0003368330653756857,89.78018025006168,89.78153245802969,89.84304870804772,89.84304870804772,89.84304870804772,89.84304870804772,89.84304870804772,89.84304870804772,89.84304870804772,91.01761062501464,"[0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.012, 0.004, -0.004, -0.012, -0.02, -0.028, -0.036, -0.044, -0.052, -0.06, -0.068, -0.076, -0.084, -0.092, -0.1, -0.108, -0.116, -0.124, -0.132, -0.14, -0.148, -0.156, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164, -0.164]",None,None,['left'],[0.5676285839872435],[0.3204833330819383],up,1.165992584079504,None,91.01792229199782,91.02554270799737,91.28514483303297,91.27393250004388,91.27403204201255,91.28514483303297,91.28514483303297,92.28461404202972,92.28461404202972,92.27488683303818,rew,1,3,,,,,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
9,9,0,1,1,baseline,11,1.1,-0.18,0.0,0.104,curv,flat_curv,0.0,0.18,pen,rew,input_data/stims/Shape_1.10_0.00.png,input_data/stims/Shape_4.00_2.00.png,input_data/stims/Shape_0.00_2.00.png,up,31.93141712504439,None,None,None,None,,,up,0.8677642920520157,None,0,0,0,0,0,9,9,11,92.28461404202972,,,,,,,,,92.27548800001387,0.0005923340795561671,93.36738325003535,93.3674245000584,93.40148383297492,94.65744745801203,94.65168420807458,94.65191791707184,0.0002424580743536353,96.04384579206817,96.04501808306668,96.10866145801265,96.10866145801265,96.10866145801265,96.10866145801265,96.10866145801265,96.10866145801265,96.10866145801265,96.98372695804574,"[0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104, 0.104]",None,None,None,,,up,0.8677642920520157,None,96.9840260000201,96.99125891702715,97.26217095798347,97.2351743329782,97.25500045798253,97.26217095798347,,98.25706924998667,,98.25193304207642,rew,0,-1,,,97.26217095798347,98.25706924998667,,,,,,,,,,,,,,,,,,,,hard,B,2025-04-05_18h29.17.206,asymmetry_final,2024.2.4,120,2025-04-05 18h29.29.431897 -0400,
